Temperature,Minimum Humidity,Maximum Humidity, Minimum Soil Moisture,Maximum Soil Moisture,Minimum pH Level,Maximum pH Level,Disease/Pest,Practices,Medicines/Remedy
27,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola","Plant resistant varieties, treat seeds with hot water, keep fields clean, use balanced amount of plant nutrients, drain the field during severe flood, and dry the field during fallow period.",Spray streptomycin sulphate and tetracycline combination 300g + copper oxychloride 1.25 kg/ha
28,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola","Plant resistant varieties, treat seeds with hot water, keep fields clean, use balanced amount of plant nutrients, drain the field during severe flood, and dry the field during fallow period.",Spray streptomycin sulphate and tetracycline combination 300g + copper oxychloride 1.25 kg/ha
29,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola","Plant resistant varieties, treat seeds with hot water, keep fields clean, use balanced amount of plant nutrients, drain the field during severe flood, and dry the field during fallow period.",Spray streptomycin sulphate and tetracycline combination 300g + copper oxychloride 1.25 kg/ha
30,0.6771,0.86,0.27,1,5.5,7,"Bacterial leaf streak, Xanthomonas oryzae pv. oryzicola","Plant resistant varieties, treat seeds with hot water, keep fields clean, use balanced amount of plant nutrients, drain the field during severe flood, and dry the field during fallow period.",Spray streptomycin sulphate and tetracycline combination 300g + copper oxychloride 1.25 kg/ha
18,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
19,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
20,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
21,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
22,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
23,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
24,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
25,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
26,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
27,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
28,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
29,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
30,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
31,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
32,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
33,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
34,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
35,0.801,0.896,0.15,0.6,5.4,7.6,Termites,"Use hoe weeding or earthing method to expose underground termites, uproot and burn plants suspected of termite attack, use hot water to kill termites, and allow free flow of water in the peripheral drainage.","Chlorypyrifos, Diazinon granules"
15,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
16,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
17,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
18,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
19,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
20,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
21,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
22,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
23,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
24,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
25,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
26,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
27,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
28,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
29,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
30,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
31,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
32,0.7,0.9,0.12,0.273,5,7.2,Rice Grassy Stunt Virus,"Avoid close planting and provide 30 cm rogue spacing at every 2.5 to 3.0 m, use brown planthopper resistant varieties, plough and harrow field to destroy stubbles right after harvest.",Phosphamidon 40 SL 1000 ml/ha (or) Phosalone 35 EC 1500 ml/ha (or) Carbaryl 10 D 25 kg/ha (or) (or) Acephate 75 SP 625 gm/ha (or) Chlorpyriphos 20 EC 1250 ml/ha
